52 0.000058
49 0.000041
49 0.000039
38 0.000042
38 0.000057
40 0.000044
104 0.000041
38 0.000064
38 0.000041
38 0.000132
38 0.000071
38 0.000058
38 0.000052
40 0.000053
40 0.000052
72 0.000059
40 0.000053
34 0.000054
34 0.000049
56 0.000054
56 0.000056
168 0.000052
42 0.000084
42 0.000055
42 0.000055
42 0.000055
41 0.000054
41 0.000131
56 0.000063
56 0.000055
216 0.000052
41 0.000092
41 0.000063
39 0.000060
39 0.000054
56 0.000153
216 0.000057
64 0.000090
64 0.000039
64 0.000039
64 0.000039
64 0.000052
37 0.000041
37 0.000039
200 0.000039
42 0.000044
42 0.000073
24 0.000042
40 0.000042
40 0.000037
1 0.000057
1 0.000127
30 0.000076
124 0.000038
4 0.000044
18 0.000039
16 0.000037
64 0.000045
4 0.000039
18 0.000038
16 0.000038
64 0.000040
18 0.000038
124 0.000042
16 0.000039
16 0.000039
8 0.000040
48 0.000040
48 0.000040
16 0.000039
192 0.000038
48 0.000044
40 0.000038
48 0.000038
40 0.000037
21 0.000041
32 0.000043
32 0.000042
16 0.000038
32 0.000041
32 0.000039
16 0.000041
160 0.000041
24 0.000042
184 0.000053
16 0.000045
150 0.000040
24 0.000038
32 0.000040
16 0.000039
24 0.000038
32 0.000041
16 0.000039
24 0.000050
32 0.000042
16 0.000039
33 0.000040
24 0.000047
32 0.000043
16 0.000041
24 0.000043
24 0.000058
32 0.000058
16 0.000056
24 0.000041
32 0.000073
16 0.000057
8 0.000059
32 0.000040
24 0.000058
32 0.000041
16 0.000040
24 0.000041
32 0.000040
24 0.000041
32 0.000042
16 0.000041
208 0.000040
24 0.000041
32 0.000075
16 0.000040
8 0.000042
24 0.000041
200 0.000042
24 0.000054
32 0.000059
16 0.000041
8 0.000040
24 0.000057
32 0.000040
16 0.000040
24 0.000050
9048 0.000087
16 0.000112
480 0.000039
9016 0.000041
480 0.000038
1024 0.000038
272 0.000038
1024 0.000038
1024 0.000037
1024 0.000039
1024 0.000038
1024 0.000038
1024 0.000039
1024 0.000038
456 0.000037
37 0.000039
37 0.000046
38 0.000054
38 0.000050
45 0.000058
45 0.000054
104 0.000052
56 0.000050
216 0.000049
80 0.000055
80 0.000064
38 0.000043
38 0.000060
104 0.000040
81 0.000085
24 0.000044
32 0.000093
16 0.000040
24 0.000040
624 0.000041
16 0.000039
592 0.000039
64 0.000040
24 0.000054
32 0.000089
16 0.000038
24 0.000057
40 0.000055
16 0.000041
8 0.000040
256 0.000040
43 0.000052
43 0.000039
40 0.000041
40 0.000042
38 0.000039
38 0.000040
42 0.000046
42 0.000041
43 0.000039
43 0.000039
42 0.000043
42 0.000039
42 0.000045
42 0.000039
43 0.000040
43 0.000038
46 0.000041
46 0.000039
43 0.000040
43 0.000039
44 0.000041
44 0.000040
36 0.000038
36 0.000039
56 0.000049
56 0.000039
56 0.000038
56 0.000040
56 0.000042
72 0.000040
56 0.000038
56 0.000038
56 0.000040
40 0.000039
40 0.000038
424 0.000042
64 0.000043
64 0.000081
64 0.000071
24 0.000073
32 0.000060
16 0.000056
32 0.000053
32 0.000055
16 0.000049
32 0.000056
32 0.000071
16 0.000052
4144 0.000071
4144 0.000089
32 0.000095
32 0.000097
32 0.000058
16 0.000059
24 0.000055
32 0.000055
16 0.000059
32 0.000151
32 0.000055
48 0.000057
32 0.000053
16 0.000054
24 0.000057
32 0.000054
16 0.000055
32 0.000054
24 0.000055
32 0.000053
16 0.000050
24 0.000059
88 0.000056
24 0.000055
32 0.000055
16 0.000053
4144 0.000060
32 0.000055
24 0.000055
32 0.000061
16 0.000055
16 0.000057
8 0.000056
32 0.000056
36 0.000060
16 0.000054
4 0.000057
24 0.000055
15072 0.000058
16 0.000056
216 0.000062
216 0.000055
216 0.000056
216 0.000052
216 0.000053
216 0.000059
216 0.000053
216 0.000053
216 0.000054
216 0.000049
216 0.000055
216 0.000054
216 0.000053
216 0.000056
216 0.000056
216 0.000058
216 0.000061
216 0.000056
216 0.000053
216 0.000054
216 0.000055
216 0.000054
216 0.000056
216 0.000053
216 0.000053
216 0.000054
216 0.000054
216 0.000053
216 0.000054
216 0.000054
216 0.000052
216 0.000090
216 0.000052
216 0.000104
216 0.000241
216 0.000132
216 0.000057
216 0.000055
216 0.000056
216 0.000053
216 0.000055
216 0.000054
216 0.000054
216 0.000054
216 0.000052
216 0.000054
216 0.000056
216 0.000053
216 0.000053
216 0.000055
216 0.000053
216 0.000055
216 0.000053
216 0.000054
216 0.000052
216 0.000054
216 0.000051
216 0.000054
216 0.000052
216 0.000053
216 0.000054
216 0.000053
216 0.000054
216 0.000055
216 0.000054
216 0.000053
216 0.000055
216 0.000053
216 0.000053
216 0.000057
216 0.000054
216 0.000055
216 0.000055
216 0.000053
216 0.000053
216 0.000055
216 0.000055
216 0.000055
216 0.000053
216 0.000053
216 0.000055
216 0.000052
216 0.000053
216 0.000070
216 0.000053
216 0.000052
216 0.000053
216 0.000052
216 0.000071
216 0.000053
216 0.000052
216 0.000072
216 0.000053
216 0.000069
160 0.000057
32 0.000055
624 0.000088
16 0.000052
589 0.000054
24 0.000089
44384 0.000054
16 0.000072
216 0.000053
216 0.000051
216 0.000069
216 0.000069
216 0.000052
216 0.000071
216 0.000052
216 0.000083
216 0.000053
216 0.000052
216 0.000051
216 0.000136
216 0.000052
216 0.000051
216 0.000053
216 0.000104
216 0.000051
216 0.000052
216 0.000070
216 0.000051
216 0.000052
216 0.000054
216 0.000051
216 0.000052
216 0.000085
216 0.000052
216 0.000052
216 0.000054
216 0.000053
216 0.000050
216 0.000052
216 0.000052
216 0.000051
216 0.000054
216 0.000051
216 0.000104
216 0.000055
216 0.000054
216 0.000068
216 0.000053
216 0.000051
216 0.000052
216 0.000051
216 0.000053
216 0.000052
216 0.000052
216 0.000086
216 0.000052
216 0.000052
216 0.000053
216 0.000052
216 0.000103
216 0.000090
216 0.000137
216 0.000101
216 0.000071
216 0.000087
216 0.000052
216 0.000052
216 0.000054
216 0.000051
216 0.000074
216 0.000072
216 0.000052
216 0.000052
216 0.000055
216 0.000053
216 0.000056
216 0.000052
216 0.000052
216 0.000053
216 0.000052
216 0.000052
216 0.000046
216 0.000051
216 0.000051
216 0.000054
216 0.000052
216 0.000052
216 0.000054
216 0.000053
216 0.000052
216 0.000053
216 0.000054
216 0.000053
216 0.000053
216 0.000052
216 0.000053
216 0.000054
216 0.000052
216 0.000084
216 0.000054
216 0.000053
216 0.000052
216 0.000070
216 0.000055
216 0.000093
216 0.000051
216 0.000053
216 0.000052
216 0.000052
216 0.000056
216 0.000052
216 0.000052
216 0.000047
216 0.000052
216 0.000051
216 0.000052
216 0.000051
216 0.000053
216 0.000052
216 0.000052
216 0.000053
216 0.000055
216 0.000052
216 0.000053
216 0.000055
216 0.000052
216 0.000051
216 0.000056
216 0.000051
216 0.000051
216 0.000055
216 0.000051
216 0.000052
216 0.000056
352 0.000052
32 0.000053
36 0.000057
16 0.000070
10 0.000056
11 0.000052
512 0.000057
1 0.000051
1 0.000070
10 0.000039
11 0.000039
512 0.000039
1 0.000039
1 0.000038
288 0.000041
46 0.000039
77 0.000039
42 0.000038
42 0.000038
32 0.000038
32 0.000038
44 0.000038
44 0.000038
45 0.000039
45 0.000038
46 0.000039
46 0.000038
41 0.000041
41 0.000039
40 0.000038
44 0.000038
44 0.000039
72 0.000038
56 0.000039
72 0.000038
88 0.000038
56 0.000037
264 0.000038
72704 0.000095
48 0.000043
72 0.000042
168 0.000040
53 0.000049
52 0.000039
53 0.000038
48 0.000038
67 0.000038
328 0.000089
53 0.000040
56 0.000040
56 0.000045
66 0.000040
76 0.000044
74 0.000039
77 0.000042
48 0.000039
70 0.000038
248 0.000038
57 0.000078
56 0.000039
56 0.000038
57 0.000038
58 0.000039
48 0.000048
73 0.000039
528 0.000038
56 0.000050
56 0.000040
57 0.000038
57 0.000051
59 0.000041
62 0.000044
61 0.000040
59 0.000045
62 0.000039
68 0.000051
66 0.000057
69 0.000048
48 0.000045
72 0.000039
88 0.000061
56 0.000046
48 0.000039
70 0.000041
88 0.000038
59 0.000075
48 0.000044
65 0.000048
168 0.000074
56 0.000037
56 0.000053
57 0.000059
48 0.000040
65 0.000038
248 0.000047
54 0.000043
56 0.000096
54 0.000039
52 0.000061
54 0.000039
48 0.000051
54 0.000057
48 0.000073
53 0.000037
48 0.000070
53 0.000073
48 0.000053
54 0.000074
48 0.000037
54 0.000050
48 0.000048
54 0.000076
48 0.000038
54 0.000041
48 0.000043
55 0.000039
48 0.000038
52 0.000038
48 0.000039
54 0.000041
48 0.000038
54 0.000038
48 0.000038
54 0.000041
48 0.000038
54 0.000038
48 0.000040
55 0.000040
48 0.000038
53 0.000039
48 0.000043
54 0.000038
48 0.000038
54 0.000047
48 0.000042
54 0.000038
48 0.000038
54 0.000040
48 0.000039
55 0.000038
48 0.000039
54 0.000055
48 0.000037
53 0.000091
48 0.000037
53 0.000036
48 0.000040
53 0.000038
48 0.000041
53 0.000038
48 0.000038
54 0.000038
48 0.000040
58 0.000054
48 0.000069
56 0.000043
48 0.000038
56 0.000038
48 0.000042
56 0.000039
48 0.000038
56 0.000039
48 0.000038
57 0.000039
48 0.000038
55 0.000038
48 0.000071
54 0.000087
48 0.000054
54 0.000037
48 0.000054
54 0.000037
48 0.000086
54 0.000086
48 0.000038
55 0.000037
48 0.000037
56 0.000038
48 0.000039
56 0.000038
48 0.000039
56 0.000038
48 0.000038
56 0.000038
48 0.000039
56 0.000038
48 0.000039
57 0.000039
48 0.000039
57 0.000037
48 0.000038
56 0.000038
48 0.000038
56 0.000038
48 0.000038
56 0.000038
48 0.000038
56 0.000038
48 0.000038
57 0.000039
48 0.000038
56 0.000038
48 0.000038
56 0.000038
48 0.000038
56 0.000074
48 0.000037
56 0.000038
48 0.000039
56 0.000038
48 0.000038
57 0.000039
48 0.000040
57 0.000038
48 0.000038
56 0.000038
48 0.000038
56 0.000070
48 0.000038
56 0.000037
48 0.000037
56 0.000071
48 0.000090
57 0.000054
48 0.000037
55 0.000037
48 0.000037
55 0.000087
48 0.000038
55 0.000036
48 0.000038
55 0.000055
48 0.000053
55 0.000038
48 0.000054
56 0.000054
48 0.000039
56 0.000038
48 0.000039
55 0.000038
48 0.000039
55 0.000039
48 0.000040
55 0.000038
48 0.000038
55 0.000038
48 0.000038
56 0.000039
48 0.000038
53 0.000039
48 0.000038
53 0.000038
